PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
BOKT,https://nepalhimalpeakprofile.org/bokta,27.620833333333334,88.00694444444444,"Bokta 6114m is situated in the Kanchenjunga Himalayan range in the Kanchenjunga area at Taplejung District, Nepal, Located eastern part of Nepal. The main attraction of Bokta peak is panoramic views of Himalayan peak like Kanchenjunga 8586m, Kumbhakarana 7711m and many more peaks. Bokta peak is 7.2km south of Phole peak and 11.9km west of Kabru Main peak. Bokta is surrounded by Yalung Glacier in the south and east, by Yamatari Dudh Pokhari Glacier in the north.",Province 1,Taplejung,Phaktanglung,Kanchenjunga,Sp 4000 (NRs),Sp 250 (USD),Boktoh,Bokta,Kangchenjunga Himal (SE of Jannu),6114.0,20059.0,9.0,1.0,False,False,True,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6114m - HMG-MT, HMG-Finn, Nepa
   6142m - Shangri La, Japan MMW

Summit is twin peaks of same altitude.",1991.0,1.0,BOKT91101,1991-04-10,Yugoslavia,"Marko Prezelj, Uros Rupar, Andrej Stremfelj",Boktoh possibly climbed in 1959 by Lionel Terray and Rene Desmaison during exploration of Jannu SW side,,,True,Nepal only,True
URMA,https://nepalhimalpeakprofile.org/baden-powell-scout-peak,28.1528,85.5125,"Baden Powell Scout Peak, formerly known as Urkema Peak is located on the boundary of Rasuwa and Sindhupalchok district of Nepal. Baden Powell Scout Peak is in Bagmati Province and lies in Jugal Range of Nepalese Himalaya. Ghanjala Chuli is 4.6kms north east of Baden Powell Scout Peak. Langtang village is 7kms north of Baden Powell Scout Peak.

As part of the Scouting 2007 Centenary, The Government of Nepal renamed Urkema Peak to Baden-Powell Scout Peak, to commemorate 100 years of Scouting in honour of British soldier Robert Baden-Powell, founder of the World Scouting movement.

The first ascent of Baden-Powell Peak was completed by an international team of Scout members, including members from Australia, Korea, Taiwan, Singapore, Taipei, Hong Kong, Malaysia and Nepal. The first person to reach the summit was Australian climber Mark Mangles at around 12 o’clock on the 12th of September 2007.",Bagmati Pradesh,Rasuwa/Sindhupalchok,Helambu/Gosai,Jugal,NRs 4000 in spring (NRs),USD 250 in spring (USD),Urkema,"Baden Powell Scout Peak, Urgyenma",Langtang Himal (W of Ganja La),5890.0,19324.0,13.0,3.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   5890m - HMG-MT, HMG-Finn, Nepa",2007.0,3.0,URMA07301,2007-09-12,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas,,,,True,Nepal only,True
BTAK,https://nepalhimalpeakprofile.org/bhairav-takura,28.197777777777777,85.80972222222222,"Bhairav Takura is on the boundary of Nepal and China, has an elevation of 6799m. Bhairav Takura lies in Jugal Mountain Range. Bhairav Takura is 890 meters east of Leonpo Gang, the highest peak of Jugal Mountain Range and 1040 meters South west of Leonpo Gang East.",Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,NRs 5000 in spring season (NRs),USD 400 in spring season (USD),Bhairab Takura,Madiya,Jugal Himal (ENE of Dorje Lhakpa on Tibetan border),6799.0,22306.0,8.0,3.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   6799m - HMG-MT, HMG-Finn
   6800m - Japan MMW",1960.0,1.0,BTAK60101,1960-05-07,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)",,,,True,Nepal & China,True
BURK,https://nepalhimalpeakprofile.org/burke-khang,28.036944444444448,86.7739,"Burke Khang(“Khang” meaning mountain) located in Solukhumbhu region lies in between the borders of Tibet and Nepal and sits between Mount Everest and Cho Oyu, two of the highest mountains in the world.The name Burke is named after an oldest American climber Bill Burke. Bill Burke, an oldest American to summit Mt. Everest at the age of 72, is a retired corporate lawyer. After six attempts to Everest with two summits from either side, Nepal had become a second home to this retired lawyer. By then he had close relationship with many Sherpas and Ministry of Tourism. When Nepal opened 104 new mountains for climbing in 2014, they named one of the mountains after their western friend Burke, as a token of appreciation for contribution he has made in promoting mountain tourism in Nepal.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/BC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD),Burke Kang,Burke Khang,Khumbu Himal (ENE of Hungchhi on Tibetan border),6942.0,22776.0,12.0,2.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6920m - Schneider
   6942m - HMG-MT, HMG-Finn",2017.0,3.0,BURK17301,2017-10-05,"Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa",,,,True,Nepal & China,True
CBAM,https://nepalhimalpeakprofile.org/chhopa-bamare,28.057222222222222,86.09194444444444,"Chhopa Bamare, an unclimbed peak, has recently been added to the open peaks of Nepal by the Nepalese government. It lies northwest to Lamabagar of Dolakha District and is the border to Tibet, China and Nepal.",Bagmati Pradesh,Dolakha/NC,Bigu/NC,Rolwaling,Sp 4000 (NRs),Sp 250 (USD),Chhopa Bamare,Chomo Pamari,Rolwaling Himal (NW of Lamabagar on Tibetan border),6109.0,20043.0,19.0,2.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6109m - HMG-MT, HMG-Finn",2019.0,4.0,CBAM18401,2019-02-28,"USA, France","John Kelley, Benjamin Billet",,,,True,Nepal & China,True
CHA2,https://nepalhimalpeakprofile.org/chaw-west,27.9159,87.9194,Chaw West peak is in Janak Mountain Range of Nepal Mountain Range. Chaw West peak is on the boundary of Province I and China. Chaw West peak is on the boundary of Phaktanglung gaupalika in Taplejung District of Nepal. Chaw west is 2.8km west from Chaw peak. Chaw west is 3.2km east of Pabuk Khang and 4.5km north east of Suyaokhang peak.,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,,,Chaw West,,,6246.0,20492.0,,,False,,,,Not open for expedition,,,,,,,,,,,,,,,False
CHAB,https://nepalhimalpeakprofile.org/chabuk,27.88583333333333,87.9875,"Chabuk peak is located in Janak mountain range of Nepal Himalaya. Chabuk peak is on the boundary of Province I and China. Chabuk peak is on the boundary of Taplejung district of Nepal and China, it lies on the boundary of Phaktanglung gaupalika and China. Chabuk peak is 4.2km west of Kyabura peak and 2.6km east of Ohmi Khang peak. Chabuk is 2.5km north of Pandra peak.",Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Sp 5000 (NRs),Sp 400 (USD),Chabuk,Tsajirip,Ohmi Kangri Himal (E of Ohmi Kangri on Tibetan border),6792.0,22283.0,6.0,1.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map altitudes:
   6792m - HMG-MT, HMG-Finn, Nepa
   6960m - Shangri La, Japan MMW",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
CHAG,https://nepalhimalpeakprofile.org/chago,27.926111111111112,87.05638888888889,Chago located in Mahalangur range of the Nepalese Himalayas is situated in the Sankhuwasabha district of Province I of Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD),Chago,,Makalu Himal (NW of Makalu II on Tibetan border),6893.0,22615.0,14.0,2.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   6860m - Schneider
   6885m - Japan MMW
   6893m - HMG-MT, HMG-Finn",1954.0,1.0,CHAG54101,1954-05-29,"New Zealand, Nepal","Michael Ball, Urkien Sherpa",,,,True,Nepal & China,True
CHAK,https://nepalhimalpeakprofile.org/chako,28.88055555555556,84.28861111111111,Chako located in the Lugula Himal of Nepal is situated in the Manang district of Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Sp 5000 (NRs),Sp 400 (USD),Chako,,Damodar Himal (ESE of Bhrikuti Shail),6704.0,21995.0,3.0,5.0,True,False,False,,Opened in 2003,1.0,2.0,"Other map altitudes:
   6704m - HMG-MT, HMG-Finn, Nepa",2007.0,2.0,CHAK07201,2007-07-24,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama",,,,True,Nepal only,True
CHAM,https://nepalhimalpeakprofile.org/chamlang,27.775277777777777,86.98222222222222,"Chamlang, lying in the Makalu region (Hongu valley, southwest of Makalu) is one of the beautiful mountains of Nepal. Chamlang is a steep forward mountain requiring good physical fitness and technicality. A Stunning panaromic view of the 5 of the world 8 thousand peaks and other small peaks could be viewed from Chamlang. The peaks include: Everest, Kanchenjunga, Makalu, Cho-Oyu, Lhotse, Ama Dablam, Barun Tse, Pumori, Kangtega, Nuptse and many more marvelous peaks.",Province 1,Solukhumbu/Sankhuwasabha,Makalu/Mahakulung,Mahalangur,Sp 6000 (NRs),Sp 500 (USD),Chamlang,,"Khumbu Himal (in Hongku Valley, SW of Makalu)",7321.0,24019.0,12.0,2.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7317m - Japan MMW
   7319m - Shangri La, Kielkowski
   7321m - HMG-MT, HMG-Finn, Nepa",1962.0,1.0,CHAM62101,1962-05-31,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)",,,"NW Face/W Ridge (MM 138:10 Mar 1991)
E Smt (MM 99:27 Sep 1984)
NW Face/N Ridge (AAJ 65:218 1991)
NW Side (AAJ 59:75 1985) ",True,Nepal only,True
RAMC,https://nepalhimalpeakprofile.org/chang-himal,27.76527777777778,88.08611111111111,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Ramtang Chang,"Wedge Peak, Chang Himal",Kangchenjunga Himal (N of Ramtang),6802.0,22316.0,9.0,1.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6750m - HMG-MT, Nepa, Japan MMW
   6802m - HMG-Finn
   6812m - Shangri La, Kielkowski",1974.0,3.0,RAMC74301,1974-10-05,Yugoslavia,"Janez Gradisar, Bojan Pollak, Michael Smolej",Illegal ascent,,,True,Nepal only,True
CHAW,https://nepalhimalpeakprofile.org/chaw-peak,27.90972222222222,87.94416666666667,Chaw peak is in Janak Mountain Range of Nepal Mountain Range. Chaw peak is on the boundary of Province I and China. Chaw peak is on the boundary of Phaktanglung gaupalika in Taplejung District of Nepal. This is a boundary peak. Chaw peak is 5.9km east of Pabuk Khang on the boundary ridge of Nepal and China. Chaw peak is 2.8km north west of Ohmi Khang and 6km north east of Suyaokhang peak.,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,NRs 4000 in spring season (NRs),USD 250 in spring season (USD),Chaw Peak,Chaw East,Ohmi Kangri Himal (WNW of Ohmi Kangri on Tibetan border),6404.0,21010.0,6.0,1.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map altitudes:
   6233m - Shangri La
   6404m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
CHBL,https://nepalhimalpeakprofile.org/chanabolo,29.1808,83.6098,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD),Chanabolo,,,5897.0,19347.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHDE,https://nepalhimalpeakprofile.org/changdi-east,29.7216,82.8186,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD),Changdi East,,,6328.0,20761.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHEK,https://nepalhimalpeakprofile.org/cheki-go,27.906388888888888,86.41361111111112,Cheki Go is in the Rolwaling Himal mountain range of Nepal Himalayas. Cheki Go is an open mountain peak for expedition. Cheki Go is on the boundary of Dolakha and China. Cheki Go is on the boundary of Bagmati Province and China. Cheki Go is on the boundary of Gaurishankar gaupalika and China. Cheki Go is 1.9km west of Bamon Go and 3.0km south east of Bedding Go on the boundary ridge of Nepal and China. Nagaun is 2.6km south and Beding is 3.7km west of Cheki Go.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Gaurishankar,Spring 4000 (NRs),Spring 250 (USD),Chekigo,Chekijo,Rolwaling Himal (ENE of Beding village on Tibetan border),6257.0,20528.0,19.0,2.0,False,False,True,2002.0,Opened in 2002 as trekking peak,4.0,2.0,"Other map altitudes:
   6121m - HMG-MT, HMG-Finn (West Summit)
   6257m - Nepa, Shangri La, Schneider, Japan MMW  (Main Summit)",2005.0,1.0,CHEK05101,2005-05-15,"UK, Switzerland","Bruce Normand, Oliver von Rotz",1st known ascent,,,True,Nepal & China,True
CHEO,https://nepalhimalpeakprofile.org/cheo-himal,28.764722222222225,84.45416666666667,Cheo Himal is located in the north-northwest of Manaslu.,Gandaki Pradesh,Manang/NC,Nashong/NC,Peri,Rs (NRs), (USD),Cheo Himal,,Peri Himal (ESE of Himlung Himal on Tibetan border),6820.0,22375.0,18.0,5.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   6812m - Japan MMW
   6820m - HMG-MT, HMG-Finn, Nepa, Leomann",1991.0,3.0,CHEO91301,1991-10-13,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa",,,N Side (AAJ 67:227 1993) (??),True,Nepal & China,True
CHFW,https://nepalhimalpeakprofile.org/chaw-far-west,27.9109,87.9018,Chaw Far West peak is in Janak Mountain Range. Chaw Far West peak is on the boundary of Province I and China. Chaw Far West peak is on the boundary of Taplejung district and China. Chaw Far West peak is 1.2 km east of Pabuk Khang. Chaw Far West peak is 3.2 km north of Suyaokhang and 4.7 km west of Chaw peak.,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 4000 (NRs),Spring 250 (USD),Chaw Far West,,,6290.0,20636.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHNG,https://nepalhimalpeakprofile.org/changdi,29.719166666666663,82.79861111111111,Changdi peak located in Mugu District of Mid-Western Nepal is a part of Kanti sub range of the Nepalese Himalayas.,Karnali Pradesh,Mugu,Mugu Makarmarong/NC,Palchung,Spring 5000 (NRs),Spring 400 (USD),Changdi,,Palchung Himal (SE of Kanti Himal peak on Tibetan border),6623.0,21729.0,11.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6623m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
CHAN,https://nepalhimalpeakprofile.org/changla,30.30305555555556,82.12888888888888,"Changla with the summit elevation of 6563 meters is the sub range of Nepalese Himalayas located on the international border or Nepal and Tibet, China. It is on the watershed between Humla Karnali to the west and Yarlung Tsangpo in the East. The Tibetan side is glaciated, and the western side has the rural Humla District of Nepal. It is the highest peak in the Humla region. The summit to this peak gives you a fantastic and unforgettable experience of the beautiful peaks and amazing landscapes.",Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Rs (NRs), (USD),Changla,Changla Himal,Changla Himal (N of Jumla on Tibetan border),6563.0,21532.0,17.0,7.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   6563m - HMG-MT, HMG-Finn, Nepa",2010.0,3.0,CHAN10301,2010-09-27,Japan,"Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi",Climbed illegally by Sean Burch in October 2016?,,,True,Nepal & China,True
CHH1,https://nepalhimalpeakprofile.org/chhuama-peak-i,29.3106,83.8634,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Chhuama Peak I,,,6366.0,20886.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHH2,https://nepalhimalpeakprofile.org/chhuama-peak-ii,29.3121,83.8725,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Chhuama Peak II,,,6325.0,20751.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHH3,https://nepalhimalpeakprofile.org/chhuama-peak-iii,29.2973,83.8498,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Chhuama Peak III,,,6262.0,20544.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHH4,https://nepalhimalpeakprofile.org/chhuama-peak-iv,29.301,83.856,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Sp 4000 (NRs),Sp 250 (USD),Chhuama Peak IV,,,6179.0,20272.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHIV,https://nepalhimalpeakprofile.org/chhib-himal,28.87333333333333,84.16222222222223,,Gandaki Pradesh,Mustang/Manang,Dalome/Nar,Damodar,Spring 5000 (NRs),Spring 400 (USD),Chhiv Himal,Chhib Himal,Damodar Himal (SW of Saribang and WSW of Bhrikuti),6650.0,21818.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6581m - HMG-MT, Leomann
   6650m - HMG-Finn, Nepa",2004.0,3.0,CHIV04301,2004-09-18,Japan,"Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga",,,,True,Nepal only,True
CHKA,,29.23552,83.36115,,Karnali Pradesh,Dolpa,,Mukut,,,Chamar Kang,"Chharka, Kangtega","Mukut Himal (NW of Tsharka village, SE of Tingkyu village)",6060.0,19882.0,16.0,6.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   6060m - HMG-Finn

This peak is also known as Chharka (from the south side) and Kangtega (from the north side.)   ",2007.0,3.0,CHKA07301,2007-09-21,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa",,,,True,Nepal only,True
CHKH,https://nepalhimalpeakprofile.org/changla-khang,30.153765309,82.2074,,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Spring 5000 (NRs),Spring 400 (USD),Changla Khang,,,6581.0,21591.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHMA,https://nepalhimalpeakprofile.org/chungen-changma,29.2558,83.8042,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Chungen Changma,,,6219.0,20403.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHMN,https://nepalhimalpeakprofile.org/chamar-north,28.55527777777778,84.94694444444445,"Chamar North, part of Shringi sub range, is located in the Gorkha district of Nepal.",Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,Spring 6000 (NRs),Spring 500 (USD),Chamar North,Peak 23,Shringi Himal,7165.0,23507.0,5.0,4.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   7165m - HMG-MT, HMG-Finn, Nepa
   7177m - Japan MMW
   7187m - Shangri-La",1953.0,1.0,CHMN53101,1953-06-05,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa",,,,True,Nepal only,True
CHMR,,28.54689,84.9471,,Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,,,Chamar,Shringi Himal,Shringi Himal (SSE of Chamar),7161.0,23494.0,5.0,4.0,True,False,False,,,1.0,1.0,"Other map altitudes:
   7161m - HMG-Finn, Nepa
   7187m - HMG-MT",,0.0,,,,Unclimbed?,,,,False,Nepal only,True
CHND,https://nepalhimalpeakprofile.org/chandi-himal,30.359166666666667,81.95138888888889,"Chandi Himal lies towards the western end of the Nepalese Himalayas, north of Changwatang. It is one of the unclimbed mountains of Nepal recently opened for expedition.",Karnali Pradesh,Humla/NC,Chandi Himal/NC,Chandi,Sp 4000 (NRs),Sp 250 (USD),Chandi Himal,,Chandi Himal (NE of Simikot on Tibetan border),6142.0,20151.0,17.0,7.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map altitudes:
   6096m - HMG-MT
   6142m - HMG-Finn, Nepa

There is another peak of 6069m along the Tibetan border on the HMG-Finn map (is this the Chandi Himal from the Ministry?)",,0.0,,,,Unclimbed,Climbed illegally by Sean Burch in October 2016?,,,False,Nepal & China,True
CHNW,https://nepalhimalpeakprofile.org/changla-khang-north-west,30.1608,82.183911,,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Spring 4000 (NRs),Spring 250 (USD),Changla Khang North West,,,6233.0,20449.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
CHOB,https://nepalhimalpeakprofile.org/cho-buje,27.88222222222222,86.49166666666667,,Bagmati Pradesh,Dolakha,Gaurishankar,Rolwaling,Sp 5000 (NRs),Sp 400 (USD),Chobuje,"Chobutse, Tsoboje",Rolwaling Himal (NE of Tsho Rolpa),6686.0,21936.0,19.0,2.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6686m - HMG-MT, HMG-Finn, Nepa
   6689m - Shangri La, Schneider, Japan MMW",1972.0,1.0,CHOB72101,1972-04-24,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder",Illegal ascent,,,True,Nepal only,True
CHOL,https://nepalhimalpeakprofile.org/chola-tse,27.92027777777778,86.76888888888888,"It is also known as Arkam Tse, Tsolatse or Jobo Lhaptshan. Chola Tse lies in the Khumbu Region of the Nepalese Himalayas. It is connected to Taboche Himal by a long ridge. The north and east face of Choa Tse can be viewed from Dughla on the trail of Mount Everest base camp. Chola Tse is a peak with a stunning view with narrow icy, snowy ridges and steep falls. In Tibetan language Cho mean Lake, La mean pass and Tse mean Peak so Literally Chola Tse peak “Lake pass Peak”.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD),Cholatse,"Tsolatse, Jobo Lhaptshan",Khumbu Himal (N of Tawoche),6423.0,21073.0,12.0,2.0,False,False,True,2002.0,Converted to trekking peak in 2002,1.0,2.0,"Other map altitudes:
   6423m - HMG-MT, HMG-Finn, Nepa
   6440m - Shangri La, Schneider, Japan MMW, Kielkowski

Note: many local Nepal maps incorrectly label the NW summit of Tawoche as Cholatse and label the true Cholatse as Arakam Tse. This is a result of naming errors on the original HMG-Finn map.",1982.0,1.0,CHOL82101,1982-04-22,"USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor",,,"N Face (High 138:8 May 1994)
W Side (High 138:9 May 1994)
SW Ridge (MM 85:11 Jun 1982) (from air)
N Face (AAJ 70:282 1996) (French 1995 route)
W Side (AAJ 68:219 1994)
N Face (AAJ 59:271 1985) (USA 1984 route)",True,Nepal only,True
CHOP,https://nepalhimalpeakprofile.org/cho-polu,27.9194,86.9836,Cho Polu peak likes in the Mahalangur range and is neighbor to Num Ri and Barun Tse. Imja Tse a popular trekking peak lies to the immediate west.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Mahalangur,Sp 5000 (NRs),Sp 400 (USD),Cho Polu,,"Khumbu Himal (S of Shartse, N of Baruntse)",6700.0,21982.0,12.0,2.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6695m - NGS/Washburn Everest
   6700m - HMG-MT, HMG-Finn, Kielkowski
   6734m - Shangri La, Schneider, Japan MMW",1984.0,3.0,CHOP84301,1984-11-01,Spain,Nil Bohigas Martorell,"1st official ascent Nov 12, 1999 by Markus Walter, Guenter Jung, Olaf Rieck and Dieter Ruelker (Germans)",,N Ridge/Face (High 212:61 Jul 2000)  ,True,Nepal only,True
